"beta0","runtime","actor_name_score","studio_score","crew_member_score","season_autumn","season_spring","season_summer"
-1.9812,0.285078,0.554539,0.122271,0.57857,0.121631,0.0489194,0.0309945
-1.92681,0.38803,0.486947,0.0627462,0.512814,0.158627,0.183335,-0.00722649
-2.03482,0.359322,0.450919,0.0169611,0.703512,0.041759,0.0224614,-0.0189874
-2.02006,0.339155,0.466032,-0.0494126,0.622175,0.11667,0.226894,0.085159
-1.77248,0.249492,0.422357,0.0661886,0.671664,0.113957,0.260827,0.141403
-1.81797,0.231927,0.396889,0.164701,0.539546,0.222166,0.215087,0.0964293
-2.06168,0.306041,0.430292,0.196078,0.548429,0.130377,0.167896,0.117709
-1.96812,0.40167,0.427419,0.146426,0.533905,0.189949,0.104233,0.168156
-2.02893,0.186429,0.341358,0.15143,0.601824,0.143989,0.303372,0.157741
-2.03797,0.347279,0.536402,0.223474,0.433218,0.16017,0.166997,0.290595
-2.06421,0.206475,0.506763,0.189756,0.525591,0.0158367,0.0317638,-0.0451732
-2.17329,0.219592,0.601834,0.0481466,0.699707,0.213136,0.207874,0.155162
-2.07785,0.209945,0.546325,0.159385,0.731946,0.199332,0.322732,0.00275133
-2.19865,0.309026,0.495388,0.298503,0.667168,0.178026,0.351024,0.221353
-2.24935,0.311385,0.585287,0.110493,0.661531,0.156629,0.241236,0.146277
-2.07858,0.21716,0.637812,0.0514409,0.664833,0.177683,0.121954,0.110165
-2.04065,0.367887,0.645807,0.129796,0.530372,0.221134,0.151614,0.0826869
-2.03624,0.216775,0.450288,0.162429,0.72229,0.335876,0.134476,0.124276
-2.02335,0.251887,0.543588,0.185769,0.606434,0.287959,0.274001,0.15907
-2.05336,0.321252,0.585897,0.186134,0.454552,0.167543,0.0766806,0.134265
-2.04539,0.147127,0.522852,0.18939,0.568261,0.13925,0.0885462,0.196246
-2.07974,0.189182,0.428115,0.236045,0.593311,0.239989,0.260916,0.0888508
-1.97737,0.311479,0.476405,0.200125,0.526781,0.0469451,0.0960056,0.134578
-2.02794,0.281574,0.423547,0.11306,0.656139,0.128663,0.0849382,-0.0298118
-2.05658,0.175003,0.612236,0.104441,0.480069,0.102458,0.185526,0.135849
-2.0279,0.288901,0.551602,0.136736,0.578299,-0.053783,0.120228,0.0847564
-1.99022,0.343204,0.515311,0.0248104,0.547479,0.201273,0.0441335,0.0471872
-2.02287,0.348877,0.525975,0.085855,0.611498,0.0325561,0.141162,0.193211
-1.99014,0.231131,0.592115,0.170263,0.565442,0.24355,0.141945,0.212771
-2.03957,0.178544,0.523608,0.277428,0.515493,0.0378868,0.099348,-0.0767835
-1.94564,0.156905,0.368549,0.0606723,0.553971,0.130068,0.154681,0.00981161
-2.0932,0.240318,0.549073,0.16164,0.564074,-0.00719724,0.0500707,0.132018
-1.84966,0.293827,0.48403,0.075572,0.560472,-0.0726845,-0.0323807,0.097642
-2.16155,0.313064,0.560165,0.0155175,0.54704,0.00514437,-0.000544081,-0.293321
-2.00148,0.241952,0.473252,0.00363822,0.661936,0.101778,-0.0390675,-0.221379
-2.16291,0.236337,0.579919,0.231529,0.63737,-0.0805699,0.0323477,0.00394217
-1.96595,0.372749,0.572392,0.0611556,0.544751,-0.160889,-0.00782206,0.0245768
-1.99837,0.445093,0.603415,0.00623842,0.614507,0.114852,0.214578,0.138207
-2.09851,0.543474,0.499593,-0.0414804,0.455732,0.221991,0.191061,0.147499
-1.96397,0.500918,0.358699,0.0230321,0.496341,0.242006,0.213051,0.17455
-1.96783,0.250959,0.507375,0.164886,0.422496,0.0898743,0.0407155,0.119783
-2.05093,0.337782,0.396832,0.170045,0.448881,0.157417,0.111415,0.12897
-1.99815,0.238473,0.45546,0.00233102,0.551265,0.128816,0.193631,0.239755
-2.00462,0.182887,0.560275,0.0846753,0.563198,0.156805,0.0724701,0.110558
-2.12552,0.376759,0.515689,0.0522725,0.569085,-0.0366437,0.181006,0.109316
-1.98865,0.354654,0.480838,0.0920981,0.569478,0.16862,0.13081,-0.00448975
-2.0326,0.254541,0.473837,0.234585,0.47281,0.228025,0.141756,0.0768466
-2.02644,0.0935944,0.62405,0.215589,0.513465,0.215169,0.139836,0.0494634
-2.00651,0.248255,0.517101,0.216026,0.519262,0.0646633,0.082942,0.0161705
-2.11717,0.315601,0.507989,0.182337,0.590997,0.272717,0.00394563,0.0644208
-2.01582,0.24043,0.508382,0.121139,0.628265,-0.0842286,0.161588,0.00676526
-2.01845,0.38185,0.362282,0.165202,0.560824,0.172066,0.282129,0.13093
-2.08193,0.163765,0.421627,0.145996,0.537596,0.162675,0.257264,0.132082
-1.90593,0.289968,0.451688,0.240619,0.477746,0.208904,0.292582,0.205951
-2.17279,0.375894,0.467236,0.219758,0.488138,0.214127,0.172884,0.0794622
-1.90867,0.189541,0.617799,0.139753,0.52909,0.246352,0.217279,0.142422
-2.18376,0.339053,0.560935,0.15948,0.525226,0.0349496,0.197065,0.25001
-2.03496,0.32156,0.490512,0.0244532,0.63476,0.135087,0.0896721,0.177214
-1.92648,0.264568,0.484823,0.166408,0.553895,0.182964,0.241913,0.120926
-1.87484,0.172567,0.459031,0.164357,0.493501,0.029398,0.084111,-0.00394907
-1.94442,0.195184,0.588499,0.136711,0.547787,0.23453,0.136803,0.0371451
-1.97234,0.198751,0.41477,0.0594523,0.671598,0.0999969,0.170239,-0.0517324
-2.06308,0.191205,0.425794,0.0803046,0.696968,0.242546,0.0840788,0.0263468
-1.96067,0.223936,0.500066,0.0734657,0.746049,0.214401,0.189578,0.235807
-2.03492,0.326261,0.536827,0.0706547,0.587772,0.118834,0.0786721,0.0907368
-2.04704,0.339406,0.489048,0.00769721,0.583604,0.040684,0.175787,0.209854
-2.17796,0.305894,0.538015,0.166629,0.539598,0.0675472,0.200388,0.108444
-2.06766,0.356445,0.437795,0.16518,0.43712,0.0867082,0.147318,0.102831
-2.01797,0.385096,0.472895,-0.00191449,0.494107,0.275047,0.10519,0.102071
-1.9432,0.240509,0.523029,0.0496922,0.640052,0.204676,0.140139,0.107847
-1.96448,0.145908,0.330319,0.196905,0.665397,0.323434,0.196909,-0.033579
-2.09551,0.300577,0.458861,0.382097,0.554591,0.147537,0.252437,-0.0210461
-1.82765,0.399961,0.440466,0.0828655,0.454669,0.0816342,0.101735,-0.0572352
-2.14647,0.194093,0.568024,0.120195,0.559772,0.0521112,0.145316,0.115122
-2.2097,0.266991,0.640791,0.171465,0.578506,0.219495,0.2124,0.203282
-1.88501,0.105634,0.559124,0.0707931,0.564342,0.126733,0.125295,0.143729
-1.97078,0.212883,0.52468,0.15096,0.371224,0.178071,0.111526,0.0640875
-2.041,0.205473,0.57614,0.224076,0.480363,0.133084,0.0721797,-0.00229479
-1.98531,0.11749,0.689651,0.0352382,0.438572,0.0274315,0.195517,0.146937
-2.02136,0.148381,0.431715,0.162998,0.486091,0.0533374,0.0886949,-0.108835
-2.15266,0.291958,0.524176,0.210783,0.531287,0.13445,0.168688,-0.0184957
-1.86612,0.265537,0.529926,0.149872,0.491314,0.0221211,0.117549,-0.0903784
-2.00546,0.129669,0.533765,0.168073,0.616169,0.147987,0.116186,0.0785917
-2.1886,0.260894,0.537167,0.20664,0.510223,0.0783189,0.322389,0.18096
-2.0692,0.273836,0.605467,0.187697,0.418924,0.176576,0.21921,0.0110113
-1.95074,0.243477,0.604303,0.191422,0.461459,0.0950186,0.240166,0.1166
-1.95592,0.360247,0.382819,0.2856,0.49081,0.148918,0.108802,0.21088
-2.0586,0.264832,0.472707,0.120866,0.54445,-0.00195565,0.0174108,0.052617
-1.92517,0.272792,0.473274,0.108001,0.566518,0.115904,0.141339,0.00417706
-1.97404,0.330539,0.419965,0.149628,0.483749,0.23596,0.0482731,0.0666083
-2.14585,0.271594,0.487331,0.14043,0.570619,0.0902489,0.0901513,0.00384339
-2.19209,0.275427,0.56633,0.11317,0.607277,0.0892697,0.0555184,-0.100364
-2.02145,0.372409,0.481554,0.205493,0.381698,0.111564,0.225321,0.0972309
-1.90439,0.170191,0.498911,0.115368,0.523783,0.0625503,0.189302,0.124882
-2.01663,0.115158,0.492692,0.0459321,0.656584,0.011147,-0.0961115,-0.163678
-2.22123,0.177488,0.48468,0.183568,0.776206,0.189796,0.154804,-0.0795486
-2.26545,0.248329,0.562265,0.354982,0.621277,0.0072745,0.122779,-0.0976467
-1.99591,0.349693,0.533554,0.161612,0.551134,0.0492067,0.0205404,-0.0976736
-2.08675,0.358843,0.614908,0.0622308,0.47684,0.135732,0.168674,0.145443
-2.00561,0.18427,0.494764,0.0800176,0.556023,0.187948,0.369648,0.160206
-2.03843,0.271132,0.63569,0.168518,0.578592,0.175023,0.198787,0.317294
-1.96627,0.283426,0.472172,0.0212969,0.526276,0.188011,0.0281498,0.0341669
-1.96005,0.172284,0.560538,0.189065,0.608931,0.314542,0.0788642,-0.0461886
-2.21267,0.282006,0.543922,0.250994,0.414125,-0.121174,0.212811,0.0918667
-1.97572,0.305351,0.497836,0.195709,0.434685,0.0302439,-0.0373899,0.0776745
-1.92103,0.307569,0.405773,0.149699,0.54167,0.0726674,0.172662,0.0766867
-1.94695,0.21695,0.453261,0.11729,0.488677,0.161286,0.146009,0.0737089
-2.01637,0.370488,0.482047,0.104621,0.588344,0.0889999,0.111154,0.0388274
-1.91951,0.235845,0.378826,0.00272932,0.623854,0.117175,0.124829,0.0607066
-1.99657,0.315219,0.362038,0.0850351,0.628144,0.301674,0.169983,0.0172586
-2.04135,0.301402,0.507623,0.133408,0.405804,0.167713,0.170888,-0.024324
-1.97825,0.30255,0.500796,0.17891,0.446632,0.186358,0.0483261,0.124979
-2.06012,0.205163,0.473927,0.161028,0.588427,0.17365,0.207185,0.275307
-1.9404,0.35684,0.5708,0.184963,0.52645,0.0949679,0.138203,0.194577
-1.94893,0.192226,0.60561,0.120524,0.524225,0.0935264,0.0435617,0.135793
-1.95879,0.198268,0.464421,0.0824419,0.59067,0.0118399,-0.107783,-0.129132
-1.97839,0.259339,0.33427,0.134771,0.591207,0.307648,0.255853,0.172751
-1.98768,0.276919,0.40326,0.229118,0.601295,0.351928,0.443767,0.428627
-2.10157,0.416317,0.523094,0.152814,0.58399,0.369316,0.373153,0.361377
-1.92691,0.417368,0.551496,0.184008,0.323367,0.239716,0.325035,0.159241
-2.04142,0.344737,0.46606,0.187833,0.469941,0.2406,0.26886,0.284081
-1.98582,0.378091,0.456943,0.25735,0.526244,-0.0973574,0.256369,0.085828
-2.1616,0.174999,0.370139,0.197808,0.593419,0.0677456,0.22639,0.264093
-2.15103,0.246874,0.455343,0.165621,0.659226,0.123346,0.241751,0.298958
-2.08142,0.242878,0.595408,0.0816091,0.565774,0.366861,0.244958,0.353108
-2.03591,0.389142,0.549121,0.0552158,0.629797,0.268639,0.170716,0.285948
-1.9092,0.266539,0.526702,0.151913,0.606282,0.393124,0.243232,0.236145
-2.06311,0.319338,0.323602,0.102835,0.560538,0.348502,0.326108,0.229386
-1.96512,0.414929,0.352179,0.144503,0.599081,0.00709474,0.109475,0.142526
-1.9932,0.294602,0.580795,0.144137,0.53888,0.0444725,0.168193,0.0865779
-2.06206,0.259822,0.48757,0.147814,0.637481,0.0912764,0.112223,0.0960788
-2.10275,0.13758,0.642965,0.184109,0.542026,0.234343,0.169065,0.163372
-2.02491,0.282084,0.463062,0.200659,0.529872,0.190945,0.268937,0.19987
-2.0526,0.353966,0.498358,0.185189,0.62679,0.0665767,0.171879,0.134434
-1.94829,0.360225,0.401388,0.0240959,0.594304,0.23029,0.190152,0.227468
-2.05078,0.284219,0.428106,0.255365,0.47234,0.137535,0.237094,0.105889
-2.10108,0.172753,0.537513,0.144709,0.484655,0.0988124,0.124994,0.0409778
-1.98538,0.252935,0.377474,0.186442,0.6002,0.128324,0.152482,0.121701
-2.12224,0.165745,0.596179,0.219385,0.663861,0.23438,0.130487,0.099726
-2.19418,0.394404,0.645541,0.153622,0.64123,0.244317,0.0433347,0.0920438
-2.21437,0.246343,0.51522,0.0736811,0.692341,0.0628593,0.0128551,-0.00130235
-2.18246,0.266595,0.501319,0.0877964,0.683181,0.157638,0.236324,0.204347
-2.05576,0.262322,0.638288,0.193933,0.506205,0.226706,0.0295465,0.186724
-2.08558,0.345419,0.405344,0.184197,0.601396,0.146159,0.139659,0.133671
-1.87412,0.307724,0.468857,0.121626,0.571897,0.0303857,0.103518,0.00745094
-1.9269,0.325327,0.476188,0.0978895,0.472941,-0.0253326,0.0694328,-0.00293934
-2.11916,0.25512,0.64918,0.221796,0.450427,-0.0113651,-0.0141129,-0.0814851
-2.08821,0.239475,0.678953,0.0794638,0.511913,0.130228,0.0383814,-0.0900993
-2.02071,0.260142,0.592593,0.155511,0.564565,0.255856,0.100385,0.138147
-2.03366,0.25375,0.600929,0.078405,0.535044,0.218356,0.286751,0.0859176
-1.87544,0.12312,0.559822,0.0662347,0.593209,0.101033,0.146575,0.125852
-1.9462,0.300371,0.532741,0.178667,0.545229,0.0650785,0.195764,0.0701479
-2.07785,0.393608,0.461204,0.112111,0.612034,0.157842,0.16082,0.110637
-1.96718,0.262047,0.43729,0.134609,0.472875,0.14994,0.195543,0.190288
-1.98799,0.138538,0.525249,0.157428,0.608692,0.0802612,0.0848167,0.134073
-1.93883,0.246557,0.533555,0.181995,0.550348,0.172185,0.117971,-0.0249834
-2.01499,0.168308,0.56526,0.241776,0.527742,0.0246092,0.175837,0.0564337
-2.03899,0.385758,0.495955,0.12793,0.61383,0.0543564,0.172941,-0.041883
-2.0903,0.36291,0.409677,0.218712,0.64057,0.0943452,0.279894,0.246962
-2.26935,0.300328,0.457931,0.16596,0.628272,0.214831,0.332654,0.229148
-2.26773,0.315024,0.565718,0.19469,0.651326,0.173808,0.302435,0.185883
-2.09673,0.497142,0.434126,0.16287,0.555788,0.307417,0.362372,0.259906
-2.0818,0.465904,0.432975,0.15372,0.460939,0.0941188,0.266174,0.274104
-2.03177,0.273698,0.443286,0.0918659,0.652275,0.239446,0.109203,0.168959
-2.05235,0.355736,0.385623,0.160323,0.423171,0.0171061,0.144475,0.0679107
-2.01992,0.348905,0.431748,0.104273,0.62189,0.0595389,-0.105174,-0.0471809
-1.9329,0.271536,0.418509,0.183372,0.496601,0.209745,0.215751,0.0516716
-2.07807,0.362632,0.389568,0.142518,0.534875,0.0575821,0.156769,0.142327
-1.91477,0.360909,0.481569,0.132758,0.455134,0.237297,0.226304,0.155844
-1.97876,0.254571,0.46803,0.2361,0.446431,0.154745,0.108497,0.191356
-2.21117,0.169985,0.645623,0.209122,0.597728,0.052,0.209592,0.21537
-2.01859,0.265181,0.53732,0.199771,0.527996,0.0650891,0.105749,-0.107898
-1.85525,0.311084,0.453375,0.0522689,0.600755,0.0713933,0.132615,0.169979
-2.03316,0.130138,0.5066,0.1702,0.603893,0.0956287,0.0821603,0.0173565
-1.92286,0.167817,0.55401,0.190747,0.45048,0.0865077,0.0532196,0.0307658
-2.18959,0.293833,0.625707,0.302042,0.552238,0.0490981,0.119811,0.00331942
-1.95787,0.414967,0.422182,0.121562,0.41734,0.0393953,0.0594266,-0.0611384
-2.09065,0.452591,0.343941,0.222568,0.540968,0.233269,0.260074,0.117497
-1.89466,0.333534,0.34095,0.107867,0.554319,0.100852,0.0879457,0.164409
-1.93227,0.197938,0.475963,0.154377,0.684523,0.203198,0.156939,0.0961449
-1.99122,0.2008,0.482671,0.163896,0.598914,0.392085,0.289212,0.323258
-2.09701,0.373083,0.446706,0.218067,0.43989,0.167153,0.319426,0.245068
-2.05374,0.313053,0.560415,0.145924,0.579905,0.0598186,0.216336,0.170003
-1.94736,0.288858,0.415929,0.153854,0.708769,0.0981041,0.0786264,0.135875
-1.83922,0.304813,0.574133,0.182217,0.417472,-0.0232239,0.0845674,-0.0269655
-2.06599,0.26767,0.405956,0.194098,0.623556,0.157877,0.236198,0.11838
-2.12146,0.270446,0.461842,0.1635,0.680131,0.114948,0.0566466,0.0654848
-1.91764,0.336593,0.517389,0.094177,0.44701,0.188864,0.0341537,0.0595034
-1.9509,0.279075,0.45304,0.108981,0.643977,0.101702,0.182433,0.0974768
-1.96458,0.259429,0.464855,0.0893721,0.665859,0.0756224,0.182433,0.143347
-2.18978,0.267253,0.604269,0.189634,0.587228,0.167076,0.0783367,-0.0236999
-2.00323,0.279964,0.506502,0.237377,0.454065,0.178046,0.281113,0.0786427
-2.00383,0.217665,0.608507,0.0376384,0.572776,0.216131,0.26624,0.126935
-1.98481,0.263447,0.533287,0.209873,0.556808,0.118885,0.0346429,0.0837901
-1.99366,0.233988,0.564188,0.136171,0.454998,0.133861,0.17861,0.0587975
-2.01866,0.262772,0.556846,0.185989,0.604574,0.181074,0.323259,0.419692
-2.13696,0.298121,0.580168,0.167866,0.550073,0.161905,0.326695,0.25654
-1.9021,0.229278,0.568429,0.125154,0.445324,0.149039,0.371499,0.102484
-2.0768,0.307711,0.624857,0.0655483,0.596351,0.18953,0.302653,0.106605
-2.10859,0.195323,0.571857,0.199736,0.571426,0.202011,0.303701,0.158942
-2.07062,0.294573,0.584973,-0.000620609,0.692383,0.121245,0.0829411,0.0658431
-1.93392,0.241859,0.444772,0.0443688,0.62592,0.189456,0.137102,0.0411284
-2.04696,0.366519,0.476137,0.0178844,0.520998,0.0586433,0.150154,0.0161172
-1.9995,0.415247,0.440265,0.111642,0.486655,0.175809,0.0429412,0.0260001
-2.00469,0.284324,0.450361,0.132807,0.522972,0.151237,0.174765,0.102263
-2.00344,0.240681,0.528259,0.200106,0.390549,0.199947,0.146844,0.201054
-2.18987,0.194867,0.561656,0.0882325,0.705567,0.0199093,0.207056,-0.00799726
-1.98558,0.341784,0.45477,0.136196,0.57009,0.0471253,0.171208,0.0747747
-2.0471,0.167633,0.477147,0.12965,0.617759,0.0314987,0.0489355,0.0740599
-2.01103,0.189121,0.490386,0.00790899,0.644543,0.0532988,0.14302,-0.0181265
-2.30951,0.140936,0.642604,0.208614,0.64155,0.125989,0.0913116,0.188658
-2.02444,0.0996021,0.68142,0.208303,0.596014,-0.0599701,-0.047223,-0.166344
-2.01014,0.230963,0.643228,0.0619799,0.593896,-0.0351069,0.105997,0.0700765
-1.95307,0.262389,0.503191,0.182025,0.401222,0.0416198,0.193118,0.069982
-1.97632,0.223349,0.50047,0.194547,0.461702,0.123588,0.228944,0.165311
-1.95056,0.217677,0.365184,0.198429,0.515899,0.0959347,0.132004,0.12727
-1.97524,0.215732,0.489302,0.14177,0.642446,0.22311,-0.00845043,0.0394637
-2.0112,0.147991,0.619919,0.0852645,0.571618,0.229481,0.168615,-0.0842089
-2.11122,0.166397,0.643231,0.116177,0.548857,0.130093,0.1718,0.0419322
-2.07029,0.332173,0.356963,0.138772,0.541117,0.0808465,0.0545715,-0.0448824
-2.07276,0.251518,0.289199,0.155493,0.654836,0.0844358,0.147599,-0.201084
-2.02548,0.315763,0.542196,0.122633,0.523872,0.132981,0.055312,-0.0579577
-1.96342,0.240254,0.638846,0.11845,0.433375,0.0623241,0.0610453,-0.0516228
-2.03661,0.252689,0.570129,0.0799437,0.523474,0.126122,0.196566,0.1945
-1.88402,0.299165,0.521135,0.0777162,0.505736,0.152961,0.231627,0.025703
-2.04145,0.229303,0.511218,0.094719,0.547572,0.238872,0.260793,0.184185
-1.94754,0.231788,0.563609,0.200071,0.460031,0.120204,0.28646,0.0897226
-1.87183,0.230658,0.49954,0.057453,0.590072,0.214201,0.217995,0.222453
-2.05284,0.242806,0.562468,0.214602,0.556418,0.276073,0.276317,0.235937
-2.08984,0.447874,0.443077,0.184463,0.482579,0.193426,0.156013,0.115663
-1.91628,0.334219,0.289824,0.142026,0.570916,0.179229,0.239658,0.108253
-1.98202,0.340446,0.40264,0.123807,0.518724,0.156778,0.2353,0.171045
-2.15811,0.264378,0.515524,0.0939791,0.734584,0.140493,0.19652,0.112966
-2.16249,0.199327,0.516687,0.122825,0.572039,0.170881,-0.0202166,0.068661
-2.14133,0.399246,0.39017,0.0704386,0.688136,0.0664717,0.0584825,-0.0536273
-2.13849,0.273964,0.429129,0.156523,0.673234,0.185923,0.0895729,0.125922
-2.13654,0.263313,0.51619,0.121191,0.665089,0.294295,0.0651229,-0.0697246
-1.93938,0.238726,0.448483,0.0913683,0.72605,0.167947,0.0325359,0.0788856
-1.95684,0.313008,0.530496,0.132701,0.656418,0.148573,0.0413654,0.0530564
-2.09436,0.323522,0.368631,0.23163,0.456402,0.0470505,0.115011,0.0186304
-2.01183,0.310642,0.448722,0.219992,0.596436,0.122779,0.223664,0.143181
-2.0512,0.276584,0.469603,0.0516603,0.642296,0.1954,0.204855,0.0574529
-2.03289,0.303703,0.420758,0.149816,0.587705,0.238841,0.25257,0.250604
-2.15672,0.389678,0.387657,0.210739,0.63114,0.248283,0.150697,0.114787
-1.84463,0.180349,0.423321,0.193028,0.621054,0.205526,0.21195,0.159554
-1.97603,0.357694,0.484716,0.0296043,0.650226,0.0112918,0.100618,-0.0145711
-1.93728,0.162974,0.469282,-0.0778902,0.676772,0.174171,0.16395,0.181937
-2.02151,0.331406,0.430173,0.166323,0.608336,0.171921,0.255439,0.15382
-2.02794,0.275243,0.455365,0.224894,0.572958,0.0951038,0.22226,0.138168
-2.09256,0.276665,0.612313,0.232532,0.463663,0.0205865,0.0367541,-0.0366091
-1.8685,0.273341,0.46886,0.148199,0.517759,0.0502162,0.233765,0.123072
-2.05247,0.275056,0.499391,0.115556,0.666851,0.2211,0.18167,0.213869
-2.07455,0.242195,0.547406,0.215227,0.55703,0.131576,0.262796,0.231756
-1.96928,0.283366,0.523262,0.168057,0.45542,0.187737,0.265023,0.0348998
-2.02073,0.374848,0.451228,0.0566765,0.530499,0.193417,0.240414,0.0679044
-2.12451,0.284546,0.52251,0.144959,0.609368,0.0495937,0.0697494,0.0158931
-2.12394,0.296262,0.530223,0.29047,0.503726,0.298459,0.235719,0.227042
-2.01079,0.198124,0.489298,0.0677643,0.523072,0.165111,0.175259,0.210841
-2.15222,0.282014,0.512311,0.140714,0.564109,0.227569,0.255126,0.237307
-2.09537,0.320424,0.536323,0.183826,0.630385,0.356507,0.282906,0.226371
-2.10625,0.313094,0.40024,0.187258,0.634605,0.206022,0.254447,0.276795
-2.04068,0.309988,0.539148,0.0549616,0.573673,0.228585,0.287918,0.155515
-2.01666,0.339017,0.508677,0.12428,0.561648,0.027786,0.0770614,0.0855588
-2.05455,0.211405,0.458567,0.129224,0.590489,0.16174,0.0346215,0.17206
-2.0305,0.259079,0.535045,0.0289175,0.610568,0.00238359,0.138946,0.0239849
-2.10071,0.3973,0.508799,0.192147,0.512649,0.165722,0.261088,0.112186
-2.03698,0.345589,0.474809,0.16112,0.528065,0.217926,0.0925041,0.203666
-2.07027,0.1693,0.556921,0.119431,0.59985,0.0915065,0.181386,0.146617
-2.053,0.220829,0.508151,0.220799,0.635248,0.146247,0.234068,0.128833
-2.11944,0.332859,0.390495,0.218908,0.509689,0.208487,0.256345,0.265668
-1.93592,0.226483,0.557113,0.0677168,0.480624,0.122842,0.12963,0.122401
-1.94758,0.211088,0.525124,0.205231,0.493279,0.0994975,0.131482,0.024227
-1.92158,0.265029,0.39577,0.182559,0.54227,0.0992184,0.133871,0.0417196
-2.10798,0.34568,0.53598,0.176306,0.514493,-0.0709463,0.101457,0.0152679
-2.09667,0.230327,0.436915,0.0710079,0.723236,0.0519124,0.128049,0.0607933
-1.98482,0.288714,0.509099,0.0753113,0.70053,0.168567,-0.0199095,0.0381954
-2.07981,0.312245,0.425494,0.213896,0.584919,0.25113,0.128063,0.205168
-1.90151,0.279472,0.351859,0.185844,0.585354,0.20406,0.188392,0.166893
-2.02823,0.320399,0.541193,0.0898752,0.667426,0.113673,0.155031,0.113766
-2.0178,0.334969,0.598873,0.0221125,0.547047,0.0696934,0.123013,-0.0276201
-1.83293,0.3457,0.302283,0.0830243,0.518256,0.103093,0.246888,0.156069
-2.04519,0.408473,0.31528,0.111462,0.590429,0.0593221,-0.00662357,-0.0220415
-2.06064,0.17364,0.689398,0.182545,0.49818,0.0504206,0.0824812,-0.0291677
-2.00233,0.12593,0.58796,0.155774,0.545314,0.133593,0.0589216,-0.041684
-1.93639,0.234348,0.425138,0.217271,0.585502,0.161041,0.0779672,0.105817
-2.13264,0.206875,0.524504,0.197736,0.622183,0.0239553,0.0425954,0.0341783
-1.86082,0.259198,0.527748,0.0905444,0.421033,0.0217362,0.154438,0.0341971
-1.84124,0.133038,0.39763,0.153291,0.640053,0.0854553,0.22291,0.0490548
-1.99635,0.245334,0.35824,0.0970451,0.560962,-0.0505939,0.149136,0.020665
-2.04669,0.217488,0.485072,0.171169,0.642705,0.0628664,0.162523,0.0675427
-2.05046,0.32054,0.393789,0.167278,0.574115,0.210516,0.268278,0.125245
-2.09562,0.288655,0.563653,0.106732,0.577168,0.137093,0.176019,0.116443
-1.92156,0.226262,0.418825,0.259336,0.501786,0.163882,0.370873,0.191102
-1.91872,0.214708,0.471574,0.222275,0.589056,0.225706,0.0541019,0.175639
-1.90186,0.17628,0.416397,0.238221,0.546253,0.133833,0.170614,0.109584
-2.04433,0.20585,0.384473,0.194483,0.658022,0.18654,0.279799,0.035301
-2.00283,0.2773,0.437241,0.225624,0.568485,0.0689249,0.123965,0.0817567
-2.2036,0.291201,0.469511,0.267484,0.591272,0.124852,0.107009,0.0897108
-1.85984,0.419057,0.371741,0.172539,0.547083,0.129746,0.13494,0.144722
-2.11321,0.253861,0.444973,0.170647,0.630856,-0.0221603,0.173651,0.0353172
-1.84959,0.23969,0.515098,0.186329,0.49197,0.0408015,0.07764,0.191667
-2.0302,0.330479,0.519039,0.208152,0.543057,0.14041,0.0262962,0.125281
-2.13449,0.262973,0.567695,0.296847,0.432927,0.0908081,0.256158,0.132208
-2.02933,0.322139,0.456912,0.207389,0.590923,0.0853335,0.0845054,-0.0926222
-1.85847,0.25512,0.389046,0.0852122,0.516145,0.0624291,0.254013,0.00209855
-2.02048,0.208857,0.358662,0.155798,0.622277,-0.0108721,0.0926026,-0.0256258
-2.12332,0.357241,0.606289,0.170024,0.572731,0.061548,0.103037,0.0900834
-1.96964,0.260909,0.338146,0.0688552,0.624366,0.217173,0.26427,0.244922
-2.00263,0.273306,0.401089,0.249653,0.480732,0.0423696,0.0365548,0.0556489
-2.06924,0.280873,0.444254,0.0944323,0.528869,0.0890294,0.168985,0.0270312
-2.03909,0.19353,0.512313,0.0311064,0.645695,0.133845,0.0826381,0.146443
-2.04648,0.218839,0.506385,-0.0110119,0.629137,0.156113,0.087259,-0.0754108
-2.0122,0.210814,0.428997,-0.0357748,0.726602,0.0620135,0.0375465,0.00138024
-2.01148,0.292689,0.499151,0.149445,0.485521,0.108224,0.11114,0.0193079
-2.09502,0.275921,0.445464,0.0864069,0.607492,0.254936,0.204474,0.185443
-2.03895,0.209468,0.595491,0.148371,0.673952,0.113943,0.0683331,0.101855
-1.97036,0.215662,0.499206,0.111113,0.68225,0.199248,0.181713,0.21481
-2.02459,0.242505,0.533416,0.108175,0.625239,0.208206,0.162773,0.124036
-2.10001,0.373159,0.425735,0.18042,0.642294,0.0503163,0.0453162,-0.0506946
-2.12155,0.312285,0.509164,0.269148,0.537869,0.271331,0.202225,0.15537
-2.08392,0.354818,0.642099,0.0766074,0.50649,0.291127,0.251706,0.181204
-1.97986,0.291939,0.604908,0.0973278,0.405732,0.135821,0.193207,0.123858
-2.02784,0.329869,0.400952,0.212361,0.470448,0.116993,0.147686,0.134679
-2.09508,0.272132,0.535591,0.0941552,0.576675,0.11322,0.034116,0.052656
-2.02126,0.240975,0.467513,0.252866,0.585101,0.167726,0.129004,-0.0313864
-2.10249,0.141545,0.545073,0.144205,0.715702,0.155221,0.276707,0.167917
-1.97861,0.124292,0.498691,0.238842,0.499068,0.140038,0.155424,-0.0523402
