"beta0","beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","zbeta0","zbeta[1]","zbeta[2]","zbeta[3]","zbeta[4]","zbeta[5]","zbeta[6]","zbeta[7]","guess"
-4.33539,0.0119663,0.000706098,3.77684e-05,0.000468793,0.288806,0.0650384,-0.0322234,-1.89468,0.253602,0.371075,0.027065,0.6026,0.0867903,0.0270495,-0.0155166,0.000597421
-4.24381,0.010352,0.000718535,8.80325e-05,0.000491682,0.0388729,0.191899,-0.00283434,-1.89025,0.21939,0.377612,0.0630845,0.632023,0.0116819,0.0798108,-0.00136482,0.000336897
-4.5273,0.011704,0.000817535,9.75554e-05,0.000453552,0.480303,0.142411,0.0529108,-1.93413,0.248042,0.429639,0.0699087,0.58301,0.144338,0.0592289,0.0254782,0.00117137
-4.59812,0.00847489,0.00084566,0.000206708,0.000483764,0.326962,0.199203,0.399124,-2.09221,0.179608,0.444419,0.148128,0.621845,0.0982568,0.0828488,0.19219,0.00657258
-4.52688,0.0134009,0.000787146,-3.4893e-05,0.000416636,0.261595,0.191868,0.0319536,-1.93509,0.284005,0.413669,-0.0250045,0.535557,0.078613,0.0797981,0.0153866,0.0221974
-4.11929,0.00949078,0.000768849,0.000156374,0.000429834,0.0242454,-0.121136,-0.0554912,-1.93004,0.201138,0.404053,0.112058,0.552522,0.0072861,-0.0503807,-0.0267207,0.00850523
-4.61571,0.0122574,0.00079661,0.000206036,0.000494786,0.164702,-0.0750532,-0.177517,-2.01214,0.25977,0.418642,0.147647,0.636013,0.0494953,-0.0312147,-0.0854799,0.000521264
-4.23767,0.0099087,0.000661391,0.000255178,0.000503703,0.0142024,0.0168999,-0.107044,-1.91374,0.209995,0.347581,0.182862,0.647476,0.00426802,0.00702868,-0.0515451,0.00476198
-4.19775,0.00875105,0.000840544,0.000250076,0.000492439,0.105676,0.0194704,-0.0595174,-1.85222,0.185461,0.441731,0.179206,0.632996,0.0317571,0.00809777,-0.0286595,0.00291089
-4.50338,0.012482,0.000581076,0.000187738,0.000551065,0.0376759,0.0142548,-0.0849092,-1.94861,0.264531,0.305373,0.134534,0.708356,0.0113222,0.00592858,-0.0408864,0.00475043
-4.22841,0.0090136,0.000943675,2.99091e-05,0.000517213,-0.0700555,-0.170704,-0.131198,-2.00136,0.191025,0.495929,0.021433,0.664841,-0.0210527,-0.070996,-0.063176,0.00504659
-4.25992,0.00886624,0.000854359,5.91137e-05,0.000497135,-0.226726,0.260945,-0.137136,-2.03993,0.187902,0.448991,0.0423612,0.639033,-0.0681345,0.108527,-0.0660352,0.0201163
-4.09375,0.00861958,0.000964223,0.000124725,0.000420115,-0.133728,-0.190771,-0.215482,-1.97474,0.182675,0.506728,0.0893786,0.540029,-0.0401872,-0.0793416,-0.103761,0.019029
-3.84642,0.00690874,0.000708833,8.8419e-05,0.000513477,-0.0887349,0.224543,-0.106742,-1.89234,0.146417,0.372513,0.0633615,0.660039,-0.0266661,0.0933875,-0.0513998,0.000398972
-4.24111,0.00996405,0.000832684,0.000125433,0.000483258,0.153104,0.089874,-0.16187,-1.89271,0.211168,0.4376,0.089886,0.621195,0.04601,0.0373786,-0.0779454,0.0135137
-4.83483,0.0164389,0.000740831,4.40461e-05,0.000513556,-0.0664928,0.0279821,-0.184432,-1.92487,0.34839,0.389329,0.0315636,0.660141,-0.0199821,0.0116378,-0.0888098,0.0113577
-4.97682,0.0142716,0.000686364,0.000216971,0.000528946,-0.133686,0.234245,0.137238,-2.03739,0.302459,0.360705,0.155483,0.679924,-0.0401746,0.0974227,0.0660842,0.00316495
-4.29231,0.00826082,0.000999888,0.000140613,0.00048803,0.177811,-0.123127,-0.323136,-2.08758,0.175072,0.525471,0.100764,0.627329,0.0534347,-0.0512088,-0.1556,0.00580152
-4.00708,0.00800107,0.00082107,-2.67165e-05,0.000498801,-0.103763,-0.0502691,-0.200538,-2.05027,0.169567,0.431497,-0.0191452,0.641174,-0.0311823,-0.020907,-0.0965654,0.01054
-3.95758,0.0085443,0.000878305,-4.23725e-05,0.000452168,0.177791,-0.148967,-0.0749343,-1.9115,0.181079,0.461576,-0.0303644,0.58123,0.0534288,-0.0619556,-0.0360832,0.00458457
-4.07548,0.00613682,0.00091324,8.75128e-05,0.000568779,0.019736,0.248545,-0.148658,-1.98485,0.130058,0.479935,0.0627121,0.731126,0.00593095,0.10337,-0.0715831,0.000934767
-4.19497,0.00948925,0.000944015,5.82612e-05,0.00050107,-0.158613,-0.0864922,-0.321346,-1.9725,0.201106,0.496108,0.0417502,0.644091,-0.0476656,-0.0359722,-0.154738,0.00706348
-4.18362,0.0103289,0.000727058,5.39092e-05,0.000452654,0.088072,0.0495396,-0.0705924,-1.94856,0.218901,0.382091,0.0386316,0.581855,0.0264669,0.0206035,-0.0339924,0.00400955
-3.85264,0.00959642,0.000555155,-6.78202e-05,0.000554109,-0.0800182,0.0329903,-0.0929984,-1.83365,0.203377,0.291751,-0.0486003,0.712269,-0.0240466,0.0137207,-0.0447816,0.0056153
-4.25184,0.0089913,0.000796595,3.60699e-05,0.000566044,0.0259549,-0.0396673,-0.0685422,-2.01717,0.190553,0.418634,0.0258479,0.72761,0.00779982,-0.0164977,-0.0330052,0.00770625
-4.2497,0.00958211,0.000781878,7.65869e-06,0.000567127,-0.280019,0.0224595,0.0361068,-1.96129,0.203074,0.4109,0.00548825,0.729003,-0.0841497,0.00934093,0.0173865,0.0102247
-4.6918,0.013929,0.000686276,1.79556e-05,0.000523531,-0.220874,0.00323365,0.0510475,-2.03968,0.295198,0.360659,0.0128671,0.672963,-0.0663759,0.00134488,0.0245809,0.0188055
-4.45253,0.0103999,0.000761126,8.86861e-05,0.000505082,-0.126024,0.275159,0.0773003,-2.01401,0.220406,0.399994,0.0635529,0.649248,-0.037872,0.114439,0.0372225,0.00854749
-4.10859,0.00866923,0.000887295,3.23282e-05,0.000430971,-0.0186682,0.0538591,-0.0107476,-1.96053,0.183727,0.4663,0.0231665,0.553983,-0.00561007,0.0224,-0.00517531,0.00581553
-4.28748,0.0112126,0.000647715,0.000156146,0.000496864,0.0630496,-0.174035,0.0291001,-1.90387,0.23763,0.340394,0.111895,0.638684,0.0189473,-0.0723812,0.0140126,0.00866993
-4.20144,0.0091853,0.000813895,5.02077e-05,0.000471232,-0.0897289,0.163044,-0.064087,-1.99578,0.194664,0.427726,0.0359791,0.605737,-0.0269648,0.0678102,-0.0308599,0.00872597
-4.31049,0.0123703,0.000573144,7.97429e-05,0.000531304,-0.155242,-0.0271767,-0.137684,-1.92712,0.262163,0.301205,0.0571442,0.682955,-0.0466526,-0.0113028,-0.0662992,0.000269068
-3.67529,0.00293507,0.000992619,0.000144037,0.000456959,0.170904,0.084368,0.0604676,-1.90223,0.0622029,0.521651,0.103217,0.58739,0.0513592,0.0350887,0.029117,0.00551155
-4.21934,0.0105579,0.000680199,8.2371e-05,0.00046865,0.136834,0.176812,0.00959168,-1.89262,0.223753,0.357465,0.0590275,0.602418,0.0411206,0.073536,0.00461869,0.0125751
-4.04309,0.00945451,0.000747,2.76446e-06,0.000456179,0.0734538,-0.0206193,-0.0174475,-1.92045,0.200369,0.392571,0.00198102,0.586387,0.0220739,-0.00857558,-0.00840152,0.0171978
-4.36944,0.0090865,0.000806356,0.000218741,0.000459627,0.304884,0.00953502,0.128023,-1.98915,0.19257,0.423764,0.156751,0.590819,0.091622,0.00396562,0.0616472,0.0114179
-4.08656,0.00757985,0.000983645,-5.66145e-05,0.000491541,0.340591,-0.0340819,0.0619315,-1.93829,0.16064,0.516935,-0.0405702,0.631843,0.102352,-0.0141747,0.0298219,0.00141673
-3.95565,0.00665762,0.000945642,9.4618e-05,0.000477238,-0.275652,0.205665,-0.225469,-1.9509,0.141095,0.496963,0.0678037,0.613456,-0.0828375,0.0855362,-0.10857,0.00551902
-3.54396,0.00402921,0.000910192,-2.53791e-05,0.000499143,-0.350353,0.00966375,-0.059113,-1.9087,0.0853911,0.478333,-0.0181868,0.641613,-0.105286,0.00401916,-0.0284647,0.00227884
-3.66876,0.00617526,0.00094384,5.37401e-05,0.000389533,0.00299209,-0.193466,-0.30315,-1.93923,0.130872,0.496016,0.0385104,0.500717,0.000899167,-0.0804624,-0.145976,0.00731967
-3.94401,0.00617728,0.000825744,9.00523e-05,0.000442218,0.119317,0.0624512,-0.0153356,-2.04252,0.130915,0.433953,0.0645319,0.568441,0.0358564,0.0259735,-0.00738457,0.0118887
-4.83085,0.0117506,0.000919077,0.000111032,0.000496381,0.240569,0.0257395,0.0826608,-2.13439,0.249031,0.483002,0.0795658,0.638064,0.0722946,0.0107051,0.0398037,0.0360523
-4.47724,0.00920777,0.000987364,0.000107602,0.000496825,0.0105743,-0.0127321,0.0578317,-2.0475,0.19514,0.518889,0.0771084,0.638634,0.00317773,-0.0052953,0.0278477,0.0203662
-4.93408,0.0141367,0.000979359,4.15553e-05,0.000435559,0.241035,0.148774,0.0462222,-2.04143,0.2996,0.514682,0.0297787,0.55988,0.0724346,0.0618753,0.0222574,0.0222489
-4.05373,0.00754802,0.000834136,3.11482e-05,0.000521096,-0.253171,-0.123919,-0.156574,-2.08151,0.159965,0.438363,0.022321,0.669833,-0.0760816,-0.0515378,-0.0753953,0.0228012
-4.05015,0.00687332,0.000951201,0.00012512,0.000515373,-0.129546,-0.084448,-0.248929,-2.00887,0.145666,0.499884,0.0896617,0.662476,-0.0389305,-0.035122,-0.119867,0.0043228
-4.13472,0.0101802,0.000655285,3.78905e-05,0.000512668,0.249066,0.169828,-0.252927,-1.93751,0.21575,0.344372,0.0271525,0.658999,0.074848,0.0706316,-0.121792,0.00849318
-4.33307,0.0104924,0.000688715,3.83183e-05,0.000506646,0.00392881,0.088768,0.149983,-1.97851,0.222366,0.36194,0.0274591,0.651259,0.00118066,0.0369186,0.0722212,0.020876
-4.4697,0.0088687,0.000733902,0.000120774,0.000537551,0.267368,0.312179,0.227061,-2.05399,0.187954,0.385687,0.0865474,0.690985,0.0803479,0.129835,0.109337,0.0256499
-4.15466,0.00709508,0.00103681,6.53352e-05,0.000521316,0.120745,0.143653,-0.126179,-1.942,0.150366,0.544876,0.0468195,0.670116,0.0362857,0.0597453,-0.0607589,0.0170634
-3.73713,0.006482,0.000816254,9.96506e-05,0.000436619,-0.002049,0.0444265,-0.12234,-1.86418,0.137373,0.428966,0.0714101,0.561243,-0.000615755,0.018477,-0.0589104,0.00165588
-4.20321,0.00886585,0.00078964,0.000164615,0.000499876,0.0449113,0.0589266,0.10605,-1.87784,0.187894,0.414979,0.117964,0.642556,0.0134965,0.0245076,0.0510663,0.00400894
-4.03389,0.0092131,0.000678625,2.12129e-05,0.00050251,0.0357749,0.0383063,-0.0814134,-1.93635,0.195253,0.356638,0.0152013,0.645942,0.0107509,0.0159316,-0.0392031,0.00290456
-4.21283,0.0114064,0.000467868,6.46781e-05,0.000570256,-0.0546469,-0.00227481,-0.187623,-1.98397,0.241736,0.245879,0.0463486,0.733025,-0.0164222,-0.000946095,-0.090346,0.000793883
-4.09468,0.00865163,0.000916316,8.82166e-05,0.000464187,-0.0523037,-0.0947609,-0.256415,-1.97143,0.183354,0.481551,0.0632164,0.59668,-0.015718,-0.0394111,-0.123472,0.0176543
-4.23339,0.00881989,0.000941006,1.7263e-05,0.000495009,-0.0960417,0.115715,-0.0285568,-1.96612,0.18692,0.494527,0.0123708,0.6363,-0.0288619,0.048126,-0.013751,0.00954393
-4.54013,0.0118876,0.000669313,0.000112442,0.000537401,-0.208416,0.26599,0.105636,-1.95487,0.251933,0.351744,0.0805762,0.690792,-0.062632,0.110625,0.0508667,0.0192665
-4.48944,0.0117085,0.000778449,9.23312e-05,0.000496819,-0.26963,-0.125733,-0.0549685,-2.05411,0.248138,0.409098,0.066165,0.638627,-0.0810278,-0.0522923,-0.026469,0.0260869
-4.45733,0.0080683,0.00096322,0.000109137,0.000542605,0.359271,-0.0260765,-0.165312,-2.16535,0.170992,0.506201,0.0782078,0.697481,0.107966,-0.0108452,-0.0796027,0.0278752
-4.98226,0.0116497,0.000987977,0.000116272,0.00043225,0.335349,0.529531,0.312163,-2.10857,0.246893,0.519212,0.0833212,0.555627,0.100777,0.220232,0.150316,0.0198075
-4.92597,0.0117675,0.00102654,7.12977e-05,0.000442313,0.098997,0.491182,0.264783,-2.08232,0.249389,0.539477,0.0510923,0.568563,0.02975,0.204283,0.127501,0.00544425
-4.92706,0.0141231,0.000793111,9.64547e-05,0.000445111,0.171521,0.241269,0.252176,-2.03667,0.299311,0.416804,0.0691199,0.57216,0.0515445,0.100344,0.12143,0.00878919
-4.77226,0.0132403,0.00095451,4.3008e-05,0.000461581,0.214553,0.106432,0.0166206,-1.98778,0.280601,0.501624,0.0308197,0.593331,0.0644764,0.0442653,0.00800331,0.0132919
-4.31235,0.0112496,0.000798129,-3.56165e-07,0.000455794,-0.0271786,-0.00108291,0.0643897,-1.93433,0.238412,0.419441,-0.000255229,0.585892,-0.00816757,-0.000450383,0.0310056,0.00339082
-4.33648,0.0110559,0.000918608,6.71439e-06,0.000421249,0.0195195,0.0139689,0.00880319,-1.93392,0.234308,0.482756,0.00481156,0.541487,0.00586591,0.00580966,0.004239,0.00225276
-4.26745,0.00875679,0.000803722,0.000193394,0.000506037,0.108812,-0.135074,-0.0611402,-2.0118,0.185583,0.42238,0.138587,0.650476,0.0326995,-0.0561773,-0.0294409,0.00847932
-4.41522,0.0105664,0.000749055,0.000235916,0.000489283,0.302503,0.0418048,-0.313883,-2.02517,0.223933,0.393651,0.169058,0.62894,0.0909065,0.0173866,-0.151144,0.0173778
-4.66952,0.0110549,0.000741489,0.000254584,0.000547295,0.185233,0.0962287,0.0627697,-2.01324,0.234286,0.389675,0.182436,0.70351,0.0556653,0.0400216,0.0302255,0.00625064
-3.93593,0.0063692,0.00086271,6.32525e-05,0.000478519,0.151666,-0.0474063,-0.0467172,-1.99662,0.134983,0.45338,0.045327,0.615104,0.0455777,-0.0197163,-0.0224957,0.0243884
-4.35974,0.00955054,0.00101323,7.04908e-05,0.00047085,-0.0878435,-0.179274,-0.232421,-2.08416,0.202405,0.532485,0.050514,0.605245,-0.0263982,-0.0745601,-0.111918,0.0164537
-4.19076,0.00888199,0.00107912,-2.62538e-05,0.00047516,-0.283127,0.050478,-0.276254,-1.9909,0.188236,0.567109,-0.0188136,0.610786,-0.0850838,0.0209938,-0.133025,0.00739163
-4.62278,0.0139538,0.000639521,4.68429e-05,0.000430769,0.52189,0.17911,0.0848901,-1.96252,0.295723,0.336087,0.0335678,0.553724,0.156836,0.0744919,0.0408772,0.00492769
-4.50761,0.0106642,0.000747694,-4.0349e-05,0.000584368,0.446231,0.282665,0.144702,-1.97431,0.226007,0.392936,-0.0289143,0.751165,0.134099,0.117561,0.0696785,0.0160712
-4.58125,0.0117506,0.000804869,-2.5862e-05,0.000523134,0.368783,0.206223,0.271096,-1.92428,0.24903,0.422983,-0.0185328,0.672452,0.110825,0.0857685,0.130541,0.00803231
-4.58393,0.0139491,0.000684531,4.52617e-05,0.000483864,0.180724,0.0931483,-0.102259,-1.95146,0.295623,0.359742,0.0324347,0.621973,0.0543102,0.0387404,-0.0492408,0.000814734
-4.94241,0.0144346,0.000826658,0.000148626,0.000504997,0.179569,0.180124,-0.184473,-2.05582,0.305913,0.434433,0.106506,0.649138,0.053963,0.0749139,-0.0888294,0.0254543
-4.64604,0.0109285,0.000804455,0.000150804,0.000495059,0.125276,0.259949,0.112816,-2.04618,0.231608,0.422765,0.108067,0.636364,0.0376473,0.108113,0.0543244,0.00845117
-4.46226,0.0101156,0.000868724,5.23043e-05,0.000530694,0.0462923,0.14101,0.079696,-1.98225,0.214379,0.45654,0.0374815,0.68217,0.0139115,0.0586463,0.0383761,0.0124688
-4.73683,0.0135629,0.000775261,7.86217e-05,0.000522228,0.0392833,-0.0268844,0.110978,-1.97018,0.287438,0.407423,0.0563407,0.671288,0.0118052,-0.0111812,0.0534392,0.00971896
-4.72394,0.0124474,0.000755971,0.00014495,0.000516743,0.0737758,-0.0486478,0.096067,-2.05562,0.263798,0.397285,0.103872,0.664238,0.0221707,-0.0202326,0.0462592,0.00274238
-4.26411,0.0134091,0.000471569,3.55466e-05,0.000532317,-0.299776,-0.00151797,-0.158835,-1.89481,0.284178,0.247823,0.0254729,0.684257,-0.0900871,-0.000631325,-0.0764841,0.00772402
-4.03986,0.0100628,0.000593844,0.000146391,0.000487054,0.0660183,-0.080215,-0.307157,-1.94273,0.213261,0.312083,0.104905,0.626074,0.0198395,-0.0333615,-0.147905,0.000515289
-3.98572,0.00677048,0.000812427,0.000172239,0.000491365,0.0797522,-0.282128,-0.0536246,-2.0051,0.143487,0.426955,0.123428,0.631616,0.0239667,-0.117337,-0.0258219,0.0114638
-4.50621,0.00979263,0.000989148,0.000266328,0.000437405,0.0128946,0.0974103,-0.00911462,-1.95837,0.207535,0.519827,0.190852,0.562254,0.00387501,0.040513,-0.00438897,0.0178039
-4.40045,0.00838707,0.00112111,0.000103111,0.000449869,0.245266,0.213688,-0.130055,-2.00971,0.177747,0.589177,0.0738897,0.578276,0.073706,0.0888728,-0.0626255,0.028295
-4.43415,0.00960207,0.00097146,8.5088e-05,0.000500243,0.215505,0.137495,-0.0118366,-1.95851,0.203497,0.510532,0.0609745,0.643028,0.0647623,0.0571842,-0.00569968,0.00545792
-4.9268,0.0154222,0.000935751,2.37912e-05,0.000385423,0.247345,0.313209,0.0751527,-1.95149,0.326844,0.491765,0.0170489,0.495435,0.0743308,0.130264,0.0361883,0.00368938
-4.59313,0.0095869,0.000975496,9.66993e-07,0.000518239,0.401363,0.295128,0.175272,-2.03763,0.203175,0.512652,0.000692952,0.66616,0.120615,0.122744,0.084399,0.0108075
-4.48747,0.0118855,0.00070691,9.16945e-05,0.000458724,0.129528,0.172522,0.200707,-1.93233,0.251889,0.371503,0.0657088,0.589658,0.0389251,0.0717522,0.0966467,0.00874412
-4.36438,0.00894907,0.000719274,0.000145267,0.00048753,0.372371,0.377351,0.330901,-1.92709,0.189658,0.378,0.104099,0.626686,0.111903,0.15694,0.159339,0.0116743
-3.8414,0.00609205,0.000821231,4.2575e-05,0.000493135,0.15439,0.340942,-0.0221049,-1.8673,0.129109,0.431581,0.0305095,0.633891,0.0463963,0.141798,-0.0106442,0.00492965
-4.15196,0.00842191,0.000791901,0.000147955,0.000469512,-0.0323731,0.0140221,-0.0528563,-1.99655,0.178486,0.416168,0.106025,0.603525,-0.00972858,0.00583178,-0.0254519,0.00593928
-3.58129,0.00550111,0.000815439,0.000132769,0.000423257,0.0617567,-0.090182,-0.158509,-1.84229,0.116585,0.428537,0.0951426,0.544068,0.0185588,-0.0375067,-0.0763269,0.00661643
-4.46086,0.0103443,0.000891796,0.00016004,0.000469727,-0.204846,-0.0313924,-0.239632,-2.10632,0.219226,0.468666,0.114686,0.603802,-0.0615593,-0.0130561,-0.11539,0.0340312
-4.13809,0.00642142,0.000968437,0.000147104,0.000453893,0.121394,0.204761,-0.0642162,-2.02979,0.136089,0.508943,0.105415,0.583448,0.0364806,0.0851603,-0.0309221,0.0180328
-5.0057,0.0155718,0.000789717,0.000127188,0.000489657,0.302601,0.228892,-0.243918,-2.05646,0.330012,0.41502,0.0911436,0.62942,0.0909359,0.0951965,-0.117454,0.00826416
-5.1401,0.016287,0.00072251,0.000212588,0.000497155,0.0685624,0.197865,-0.0506615,-2.0505,0.34517,0.379701,0.152342,0.639059,0.020604,0.082292,-0.0243951,0.0128473
-4.5273,0.012385,0.000592236,7.92463e-05,0.000504843,0.0371306,0.146427,0.10684,-2.0114,0.262476,0.311238,0.0567883,0.648941,0.0111583,0.0608989,0.0514465,0.00267644
-4.47922,0.0112479,0.00075863,0.000150264,0.000480312,0.282511,0.250917,-0.146907,-1.97819,0.238377,0.398683,0.10768,0.617408,0.0848985,0.104357,-0.0707401,0.00192287
-4.06531,0.00905187,0.000855966,8.70261e-05,0.000457625,0.0553278,-0.179125,-0.145783,-1.92081,0.191836,0.449836,0.0623633,0.588245,0.0166268,-0.0744981,-0.0701992,0.00546276
-4.26878,0.00920962,0.000895037,7.28087e-05,0.000491539,0.158306,-0.180012,-0.09465,-2.02024,0.19518,0.470369,0.0521751,0.63184,0.0475733,-0.0748669,-0.0455769,0.0146088
-4.31549,0.0100447,0.000858951,8.51542e-05,0.000484857,-0.271234,-0.124902,-0.121736,-2.04287,0.212877,0.451405,0.0610219,0.62325,-0.0815096,-0.0519467,-0.0586196,0.00388217
-3.73955,0.00674898,0.000843016,0.00014731,0.000463173,-0.0109337,-0.178051,-0.297277,-1.86431,0.143031,0.44303,0.105563,0.595377,-0.00328573,-0.0740516,-0.143148,0.00182964
-4.03589,0.00751213,0.00100115,9.71957e-05,0.000461704,0.152586,-0.163141,-0.279479,-1.97052,0.159205,0.526137,0.0696509,0.593488,0.0458544,-0.0678502,-0.134578,0.0128924
-4.58558,0.011363,0.000920765,5.78112e-05,0.000469402,0.167486,-0.0086876,0.0507919,-2.02833,0.240817,0.48389,0.0414278,0.603384,0.0503319,-0.00361318,0.0244579,0.00113214
-4.16018,0.00786205,0.000763118,0.000159928,0.000543264,0.0890938,-0.0353886,-0.185731,-2.0408,0.166621,0.401042,0.114605,0.698329,0.026774,-0.0147181,-0.089435,0.00881784
-4.12704,0.00770668,0.000855,0.000187802,0.000444786,0.163744,0.205446,-0.0573769,-1.93843,0.163328,0.449328,0.13458,0.571742,0.0492075,0.085445,-0.0276287,0.00611189
-3.84863,0.00743009,0.000701253,-2.81563e-05,0.000498847,0.184804,0.146511,-0.052212,-1.91972,0.157466,0.368529,-0.0201769,0.641233,0.0555362,0.0609339,-0.0251417,0.00817896
-4.17407,0.00748589,0.000624884,0.000226828,0.00058897,0.1715,-0.108744,0.0988788,-2.00166,0.158649,0.328396,0.162546,0.75708,0.0515383,-0.0452267,0.0476132,0.0112202
-4.1218,0.00941861,0.000741302,0.00013692,0.00040731,0.362878,-0.302527,-0.0813158,-2.01808,0.199609,0.389576,0.0981177,0.523569,0.10905,-0.125821,-0.039156,0.00364213
-4.15412,0.00924431,0.000746622,0.000264016,0.000409307,0.181855,-0.220604,-0.151211,-1.99123,0.195915,0.392372,0.189196,0.526136,0.0546501,-0.0917492,-0.0728129,0.0055963
-4.50062,0.0108498,0.000938854,0.000200865,0.000460814,0.144469,0.0115332,-0.207857,-1.978,0.22994,0.493396,0.143941,0.592345,0.0434149,0.00479668,-0.100089,0.00100666
-4.20944,0.00860582,0.000811058,0.00012213,0.000477344,0.198788,-0.0344361,0.0593013,-1.97676,0.182383,0.426235,0.087519,0.613592,0.0597386,-0.014322,0.0285554,0.00727552
-3.99655,0.0068344,0.000687965,4.71147e-05,0.00049422,0.274795,0.168259,0.166762,-1.99647,0.144842,0.361546,0.0337626,0.635286,0.0825799,0.0699789,0.080301,0.00857734
-4.18928,0.00876431,0.000894878,-4.78775e-05,0.000511602,0.31074,-0.0533643,-0.0936396,-2.01459,0.185742,0.470285,-0.0343092,0.657629,0.093382,-0.0221942,-0.0450903,0.00159512
-4.45714,0.0083754,0.000886882,0.000126529,0.000543914,0.258426,0.258897,0.106608,-2.02291,0.1775,0.466083,0.0906714,0.699164,0.0776608,0.107676,0.0513349,0.0056029
-4.18793,0.00861352,0.000752046,0.000101107,0.000501548,0.0750892,0.134123,0.0998438,-1.94789,0.182546,0.395223,0.0724539,0.644705,0.0225654,0.0557818,0.0480779,0.00241061
-4.06385,0.00718111,0.000792989,0.000142065,0.000513502,0.159507,0.217917,-0.164212,-1.97226,0.152189,0.41674,0.101804,0.660071,0.0479341,0.0906317,-0.0790729,0.000295368
-4.43412,0.0107856,0.000827297,0.000120417,0.000492267,-0.0743497,-0.122064,-0.143975,-2.05749,0.22858,0.434769,0.0862913,0.632775,-0.0223432,-0.0507666,-0.0693283,0.00941193
-4.34104,0.00899394,0.000870353,0.000100481,0.000493748,0.200226,0.131963,-0.107953,-2.0424,0.190609,0.457396,0.0720055,0.634679,0.0601707,0.0548833,-0.0519825,0.0136607
-4.18217,0.00827167,0.000889552,5.18903e-05,0.0004779,-0.321307,0.178985,-0.130533,-2.05282,0.175301,0.467486,0.0371849,0.614308,-0.0965574,0.0744399,-0.0628557,0.0118653
-4.28389,0.00976185,0.000895895,4.67086e-05,0.0004364,-0.00896097,0.160942,0.090414,-1.93161,0.206883,0.47082,0.0334716,0.560962,-0.0026929,0.0669359,0.0435371,0.00333879
-4.31658,0.00933529,0.000819607,3.71999e-05,0.000524397,0.0641244,-0.0276015,0.067373,-2.01792,0.197843,0.430728,0.0266577,0.674077,0.0192703,-0.0114795,0.0324422,0.00842234
-4.59856,0.0102102,0.000979835,0.00017188,0.000530469,0.0390515,0.340074,-0.087335,-1.94949,0.216385,0.514933,0.12317,0.681881,0.0117356,0.141437,-0.0420545,0.0179201
-4.20633,0.00732424,0.0010475,6.51876e-05,0.000549237,0.0769966,-0.133318,-0.154846,-2.00499,0.155223,0.550492,0.0467138,0.706007,0.0231386,-0.0554472,-0.0745632,0.034742
-4.07173,0.00711918,0.000845843,-6.15232e-05,0.000560771,0.0193183,0.319674,-0.0668157,-2.00354,0.150877,0.444516,-0.0440878,0.720832,0.00580544,0.132952,-0.0321738,0.0173658
-4.78039,0.0142449,0.000662648,6.20755e-05,0.000542299,0.400128,0.0781513,-0.00207274,-1.9971,0.301891,0.348241,0.0444836,0.697088,0.120244,0.0325032,-0.000998088,0.00725861
-4.16481,0.00955452,0.000732309,4.78846e-05,0.000484687,0.332451,0.117984,0.0249418,-1.90292,0.202489,0.38485,0.0343143,0.623032,0.0999064,0.0490695,0.0120103,0.00450203
-4.42436,0.00856712,0.00070351,7.86066e-05,0.000582167,0.296355,0.274347,0.167442,-2.07278,0.181563,0.369716,0.0563299,0.748336,0.0890589,0.114101,0.0806284,0.0220857
-4.61925,0.0109104,0.000825094,9.09132e-05,0.000519049,0.0734016,0.209635,-0.034343,-2.09385,0.231225,0.433611,0.0651488,0.667202,0.0220583,0.0871873,-0.0165372,0.033851
-4.40794,0.0103605,0.000746964,8.2924e-05,0.000576005,-0.0123825,-0.0273897,0.000328655,-1.99121,0.21957,0.392552,0.0594237,0.740415,-0.00372112,-0.0113914,0.000158257,0.0290844
-4.34128,0.0086218,0.000841674,0.000124897,0.000505492,0.239032,-0.0427399,0.0931002,-2.03435,0.182722,0.442325,0.0895021,0.649775,0.0718324,-0.0177755,0.0448306,0.0198453
-4.27013,0.0108116,0.000750143,0.000170081,0.000473662,0.0808871,-0.106208,-0.139083,-1.91229,0.229131,0.394223,0.121881,0.60886,0.0243077,-0.0441722,-0.0669726,0.00897303
-3.93319,0.00820869,0.000709969,0.000138721,0.000448534,0.0530374,0.00752168,-0.280754,-1.97095,0.173967,0.37311,0.0994079,0.57656,0.0159385,0.00312827,-0.135191,0.0109385
-4.25217,0.00785451,0.00100324,0.000144808,0.000445143,0.0349305,-0.0361519,0.00788899,-2.00934,0.166461,0.527233,0.10377,0.572201,0.0104971,-0.0150356,0.00379879,0.00364405
-4.01994,0.00821253,0.000959268,1.9904e-05,0.000443692,0.00872595,-0.0863621,-0.188807,-1.95469,0.174048,0.504124,0.0142633,0.570335,0.00262227,-0.035918,-0.0909165,0.00321035
-3.92367,0.00499058,0.00102049,0.000183812,0.000432056,0.186796,0.171659,-0.0637154,-1.92863,0.105765,0.536298,0.13172,0.555378,0.0561348,0.0713929,-0.0306809,0.00228762
-3.86994,0.00624104,0.000835299,-8.09361e-06,0.000482898,0.250175,0.156232,-0.00918153,-1.94618,0.132266,0.438974,-0.00579992,0.620732,0.0751814,0.0649768,-0.00442119,0.022833
