"","runtime","release_year","actor_name_score","studio_score","crew_member_score","target","season_autumn","season_spring","season_summer","season_winter"
"1127",110,2002,890.756361749349,189.160582218382,3156.18980753142,1,0,0,0,1
"1128",132,2001,774.960600391048,614.080738070145,4113.21375100495,1,0,1,0,0
"1129",88,2003,564.338611619187,33.1291839784971,255.765554955074,0,0,0,1,0
"1130",107,1999,1231.45027762814,468.499422820151,4342.62281342759,1,0,0,1,0
"1133",126,1984,178.900613840758,556.533092650402,589.078933589559,0,0,0,1,0
"1135",108,2009,1796.34272722756,760.468675627233,1225.5371381021,1,0,0,1,0
"1136",105,1999,491.020726849597,1420.545749117,242.722838621807,0,0,0,1,0
"1137",108,1989,1099.56314273198,1752.37732405761,2784.19129392807,1,0,0,0,1
"1140",84,2003,2233.60726718316,72.4505903595652,2773.41634052515,0,0,0,1,0
"1141",149,1996,2318.71277343222,2150.10691476762,1281.58065871523,0,0,0,1,0
"1142",98,2003,375.5192687404,1231.28298412874,586.973091883858,0,0,0,0,1
"1144",128,1992,858.072909405598,514.781462004841,644.754713903729,0,0,0,1,0
"1146",120,2010,1618.03368188918,1688.93450912734,4434.46309327688,1,0,0,1,0
"1147",129,2009,1629.6279479195,636.967886675838,99.4918195041439,0,0,0,0,1
"1148",83,2006,1029.07674008859,72.4505903595652,426.527158825311,0,0,1,0,0
"1149",116,2000,780.555230093189,65.320608749503,734.500439403182,0,0,0,0,1
"1150",118,1990,859.205484212941,1752.37732405761,2771.31527900115,1,0,1,0,0
"1152",128,1992,846.887578356767,565.944950128281,977.180232758066,1,0,0,0,1
"1153",123,2009,915.604851650887,1243.18852233221,1732.13069277325,0,0,0,1,0
"1155",139,1999,1908.33669503689,2064.47652823738,2879.35241050911,1,0,0,0,1
"1157",120,2006,430.810858790555,999.907524184612,1914.77122516393,0,0,0,0,1
"1160",112,1992,594.479982634432,135.246385299436,4184.0194144681,1,0,0,1,0
"1161",152,2004,1437.14482196236,1507.95416257852,1730.69154377663,0,1,0,0,0
"1162",124,2005,2524.67208890876,152.429970434685,6591.27254592845,1,0,1,0,0
"1163",90,2008,1570.85748431644,1700.4038016268,620.393201847315,0,0,0,0,1
"1164",105,2009,1206.22792609896,77.4200153966884,1969.88743231028,0,0,1,0,0
"1165",114,2001,639.156555283947,1191.20269951952,635.029796110828,0,0,0,0,1
"1166",189,1991,3097.22517118477,1835.54233702104,5420.9009796138,0,0,0,0,1
"1167",99,2006,405.304002210772,2013.37486527186,676.473104400709,0,0,0,0,1
"1168",123,2001,1194.40182113561,534.687511144418,1115.51350901909,0,0,1,0,0
"1169",102,2009,758.350320720396,630.244845192884,1888.39024140728,1,0,1,0,0
"1171",82,2009,167.377468583798,581.771968074228,414.645861714929,0,0,0,1,0
"1173",106,2001,909.094084737862,1356.289917799,2454.13943328283,0,0,0,0,1
"1174",109,2010,886.705160687762,2150.46508039953,952.367229301381,0,0,0,1,0
"1175",107,2004,1148.15916995849,527.829267834472,450.684717279651,0,1,0,0,0
"1176",110,1998,1398.66159140344,1775.24929275764,2508.65639358674,0,0,0,1,0
"1177",96,1997,746.97149958427,611.456996025401,614.949265545506,0,0,0,1,0
"1178",131,2002,726.712029625738,922.682085625919,413.513176761623,0,0,0,0,1
"1181",130,2006,1601.66558526435,2549.7113707755,3573.57769858868,1,1,0,0,0
"1184",139,2006,539.14650572136,808.445454860937,3806.2865783639,1,0,0,0,1
"1185",130,1987,983.043807278065,563.356640154448,1590.94069049907,0,0,0,1,0
"1186",107,2010,842.003412533183,1511.6332184258,2934.39154124785,0,0,0,1,0
"1187",116,1986,931.629649419039,1570.6224903037,964.328017413456,0,0,0,1,0
"1188",96,2004,586.048249025557,599.166246689235,2010.5752837848,1,0,1,0,0
"1189",99,2006,793.991187559853,2208.90805601228,1536.94812236984,0,0,0,1,0
"1190",104,2005,615.884145304226,1578.86090451011,3783.04125959465,0,0,0,1,0
"1192",101,2008,536.447146391111,1180.12595808784,1389.55700410855,0,0,1,0,0
"1194",135,1997,1469.73601284574,1428.90838086426,1921.08556995949,0,0,0,0,1
"1195",98,2003,597.816874609818,2324.04205910216,2411.83870091901,0,0,0,0,1
"1196",155,1997,1927.34163594059,453.863428606087,3588.40584382042,0,0,0,0,1
"1197",106,1992,252.065742368507,225.589446932916,1105.3979728034,0,0,0,0,1
"1198",94,2007,488.644966588088,1642.48887400529,3362.40713171675,0,0,0,0,1
"1199",95,1994,233.731121487423,2163.87466642942,1101.67278277603,0,0,0,0,1
"1200",103,2000,714.215584959028,730.341843945616,378.823524177945,0,0,0,1,0
"1201",96,2007,744.162740407807,579.51836566337,914.762328700923,0,0,0,0,1
"1205",123,1999,1049.36068665978,573.026142367923,2121.01153393171,0,0,0,0,1
"1206",140,1991,1118.54396390265,249.755170754587,3766.23088755946,0,0,1,0,0
"1208",94,2000,710.217661295126,604.994772971125,977.966120906561,0,0,0,0,1
"1210",102,1999,656.083111411104,2011.8023504991,283.645082338651,0,0,0,1,0
"1211",122,2000,641.349413149214,1841.08608173989,461.443153511161,0,1,0,0,0
"1212",103,2005,792.052699458979,358.872486077065,1156.9097555267,0,0,1,0,0
"1213",102,2008,1116.16896800122,1477.06517914074,1119.6953460301,0,0,1,0,0
"1215",108,1994,1155.3218099642,1442.65383905347,366.936587529749,0,0,0,1,0
"1217",102,2010,893.195183941424,133.517940679236,426.803899948586,0,0,0,0,1
"1218",117,2005,823.645572206592,1496.28350777738,1291.59496173121,0,0,0,0,1
"1219",117,2000,566.893481993574,2042.76855444233,150.30330095658,0,0,0,1,0
"1220",135,2005,426.934217161674,1284.87960371014,1131.46304576406,0,0,0,0,1
"1221",107,2000,595.430343624048,1501.76112215382,2416.98182044368,0,0,0,1,0
"1222",90,1999,338.781742657207,1422.12006932316,268.860836939413,0,0,1,0,0
"1223",96,1996,603.14090662441,600.447579566834,346.854341491202,0,0,0,1,0
"1224",104,2001,556.995010734154,134.621085632382,2377.14005691358,0,0,0,1,0
"1225",115,2008,1082.66549472597,2171.11622123508,1134.19602316249,0,0,0,0,1
"1226",119,2001,803.000451760067,1841.08608173989,955.108201999573,0,0,0,0,1
"1227",99,2007,525.445350010251,2138.31664971514,882.314177737489,0,0,1,0,0
"1228",110,1973,654.400646894701,6.43244923781481,599.583706127146,0,1,0,0,0
"1229",128,1994,699.275858466925,751.292885290697,638.135171749602,0,0,0,1,0
"1231",86,1998,950.737482646329,1794.80683573735,1644.83115506587,0,0,1,0,0
"1232",108,2002,722.444494060811,313.549275437102,42.8968449552194,0,0,0,1,0
"1233",128,1999,483.969023175073,585.219671163085,1850.58684011857,0,0,0,0,1
"1234",84,2004,739.425023581923,2270.29538941957,2798.19671770381,0,0,0,0,1
"1235",111,1996,752.555710670395,1255.36671764135,417.859814206799,0,0,0,0,1
"1236",128,1995,519.717717269598,469.893325684459,373.292476389858,0,0,0,1,0
"1237",123,2006,1104.84384030228,600.554830172665,1102.87466462372,0,0,1,0,0
"1238",101,1995,1437.71094266613,1191.20269951952,269.667394907407,0,0,1,0,0
"1239",102,2000,1455.7294022937,2039.67824225684,792.073100871194,0,1,0,0,0
"1241",107,1987,438.98613106479,1038.3712028796,306.474440835056,0,0,1,0,0
"1242",87,2009,1762.53488081861,1636.35682339882,1069.9736376724,1,1,0,0,0
"1243",103,2002,652.115374217274,926.841767901635,501.311103043575,0,0,1,0,0
"1244",99,1992,434.840492561905,2435.60468189084,582.839701618656,0,0,0,0,1
"1245",91,2004,244.860140789496,1848.51341338447,376.365086989329,0,0,1,0,0
"1246",103,2004,808.716441861726,1423.54204999585,924.142962804807,0,1,0,0,0
"1248",106,1999,602.7223069365,539.55779888176,296.003090631637,0,0,1,0,0
"1249",101,2002,241.83278868221,164.31041639853,763.705812833333,0,0,0,1,0
"1250",109,2009,1352.65914368426,1442.65383905347,630.750763589785,0,1,0,0,0
"1251",89,2003,1275.73400446725,542.483713214289,565.829649686495,0,0,0,1,0
"1252",103,2008,672.72246059029,72.4505903595652,60.7959327117399,0,0,0,0,1
"1253",115,1980,443.78756133082,13.9490750944351,391.100246199119,0,0,0,0,1
"1254",82,1999,395.425957243594,294.212087131573,250.755552367324,0,0,0,1,0
"1255",108,2009,439.512398836803,92.8583355286198,643.528443502052,0,0,0,1,0
"1256",102,2001,576.595385170989,105.576190611815,1329.04306078673,0,0,0,0,1
"1257",93,2002,295.326244361068,1466.64743141629,463.134478713533,0,0,0,0,1
"1258",88,2001,415.728997112285,203.194517436013,1807.70397914593,0,0,1,0,0
"1259",107,2007,768.503725035485,501.741055686437,616.758911537464,0,0,1,0,0
"1261",94,2008,725.766168696955,15.6638071961765,336.559159942534,0,0,0,0,1
"1263",93,2006,1063.03162131833,66.7199626307413,606.841115606391,0,0,0,1,0
"1264",105,2007,736.936665975784,1915.4036671828,1470.82227810872,1,0,1,0,0
"1265",107,1995,918.203747731637,411.608971332243,1036.62289898117,0,0,0,1,0
"1266",101,2007,776.207326204702,145.565225706323,885.158191931746,0,0,0,1,0
"1267",111,1994,1362.30283997738,2396.33908234304,2142.8184838113,0,0,1,0,0
"1268",112,2005,179.956095521677,101.550218134102,20.666018273403,0,0,0,1,0
"1269",90,2004,1808.39388005374,755.342830317935,1361.94532249783,0,0,0,1,0
"1270",102,1994,580.01070611615,578.148472083056,1401.49039189827,1,0,1,0,0
"1271",107,2009,793.632069707823,745.187467903839,1978.67447874144,1,0,0,1,0
"1272",102,2007,568.112192862876,1482.62988517766,480.27993375422,0,0,0,0,1
"1274",119,2005,855.6441683227,1482.87008803483,1086.48468415526,0,0,0,1,0
"1275",106,2004,428.040388052132,1447.73093047877,1049.80498060515,0,0,0,0,1
"1276",125,1983,218.390190128709,1826.25865349051,829.847017170482,0,0,0,1,0
"1278",108,2002,870.273684753181,686.889638578616,1709.72885841039,0,0,0,1,0
"1279",96,2009,814.755370339541,596.745861875564,1642.4046490062,0,0,0,1,0
"1280",90,1996,579.106387045424,1609.67202871343,547.775510659652,0,0,1,0,0
"1281",100,2002,1586.50875582214,72.4505903595652,5665.136946674,0,0,0,1,0
"1282",118,1994,850.667053044312,1420.545749117,478.091880448368,0,0,0,0,1
"1284",146,1999,1708.62644298989,1483.00935750498,1533.36095128373,0,0,0,1,0
"1285",114,2002,719.547772554629,30.315432726367,2596.87951644373,0,0,1,0,0
"1286",123,2001,1091.24114562279,750.306889442562,2411.86332501433,0,0,1,0,0
"1288",102,2001,803.978750951628,349.311295985756,1510.64153438103,0,0,1,0,0
"1289",99,2001,399.000991726568,857.35268897139,1565.38190446191,0,0,0,0,1
"1290",133,1999,455.086787192551,385.059116202644,472.332943300578,1,0,0,1,0
"1291",118,1996,1716.32438479015,1262.9867948606,749.085050976897,0,0,0,1,0
"1292",105,2001,1070.85037053649,1856.75464657308,661.682248943272,0,0,0,1,0
"1293",110,2009,339.6599646668,5.68989470979803,34.3271758468884,0,0,0,0,1
"1294",129,1996,798.012367562342,396.414434871372,719.601733052983,0,0,0,0,1
"1295",109,1982,412.263063567425,1447.05703155869,519.889350474042,1,0,0,1,0
"1297",118,1997,899.457739871245,1489.27493757718,571.568095356422,0,1,0,0,0
"1298",110,2001,613.78663908,72.4505903595652,4.54282044458269,0,0,0,0,1
"1299",90,2008,918.09795507633,147.667221299266,1334.77744024128,0,1,0,0,0
"1301",93,2007,323.018703238159,348.127100835784,366.745106187087,0,0,0,0,1
"1302",130,2008,490.433530309443,622.400802082308,1707.81664306632,0,1,0,0,0
"1305",125,2010,1779.76949203439,2099.98860831417,2162.37244641366,0,0,0,1,0
"1307",96,2008,2141.56678552893,1108.14065565791,3794.31612454562,1,0,0,1,0
"1308",96,2008,563.444361482164,105.06022604427,756.585099962644,0,0,1,0,0
"1310",188,1999,2356.29661983411,644.309798968821,2860.71398604668,1,0,0,0,1
"1311",107,2010,1053.08007611311,1794.80683573735,370.233553553982,0,0,0,0,1
"1314",122,2008,1328.73935269508,525.319473053251,198.734241160254,0,0,0,0,1
"1315",116,2002,1194.5700182493,609.850475097576,3046.87144411632,0,0,0,0,1
"1316",93,1999,1322.05056209048,1038.3712028796,552.421759866521,0,0,0,1,0
"1318",95,1997,669.412879438206,1539.11307714068,769.10847259506,0,0,1,0,0
"1319",134,1983,967.006574130391,26.62083157436,142.318126661907,0,1,0,0,0
"1320",101,2010,710.994646972477,990.862794171792,782.455983466725,0,0,1,0,0
"1322",124,2000,887.042557789387,96.9758136394085,1194.03642576645,0,0,0,0,1
"1323",109,2003,534.286687737247,626.798810253486,1086.53289711932,0,0,1,0,0
"1325",130,1996,1022.95970615528,1255.36671764135,167.021026717241,0,0,0,0,1
"1326",127,1999,1381.52440037156,1510.08269044214,857.848365250785,0,0,0,0,1
"1328",106,1997,780.783177477872,1108.41173764077,2752.87640285474,0,0,0,1,0
"1329",81,2008,909.471712633958,32.3695080491051,255.786897625743,0,0,0,1,0
"1330",95,2003,1058.68842646387,514.395672191931,220.69572037645,0,0,0,0,1
"1331",100,2009,1028.92728871511,2008.84113471676,1501.6868346131,1,0,0,1,0
"1332",95,1999,868.914122581507,610.639121666092,1134.5332232965,0,0,0,1,0
"1333",126,1989,702.589964423702,1884.39183525338,899.070299387084,1,0,0,1,0
"1334",118,1992,790.549768251229,1998.78744814995,1283.04282318572,1,0,1,0,0
"1335",129,2009,720.977466773275,120.963897335037,2203.89057911559,0,0,0,0,1
"1336",88,2001,1330.14363874763,152.429970434685,6160.85383662111,0,0,1,0,0
"1338",110,2010,1400.91233289877,1747.3112278776,2762.75723194651,1,0,0,0,1
"1339",109,2006,977.828877035155,1806.66730795464,972.281096692706,1,0,0,1,0
"1340",132,1979,467.626339913643,1420.545749117,765.732944472754,0,0,0,0,1
"1342",128,1991,1068.39321175168,1808.55383848872,2638.43821817701,0,0,0,0,1
"1343",123,2008,748.234926642304,1489.99489197263,1457.19208988847,1,0,1,0,0
"1345",105,2005,301.160227160152,1462.95710256003,956.219602850775,0,0,1,0,0
"1346",162,1996,1121.04863873184,536.139875571333,1726.10164726112,0,0,0,0,1
"1347",138,1997,2223.00932228387,2158.23569283173,4409.99943990318,0,0,0,1,0
"1348",100,2005,818.491524674159,602.362167456209,1707.36676443802,0,0,0,1,0
"1349",90,1997,948.099185627919,1439.22886463431,1053.31959636277,0,0,0,1,0
"1350",108,1995,1153.36334631371,585.219671163085,1814.50746818752,0,0,0,1,0
"1351",91,1984,222.304819645648,591.87395623016,-75.5504873685329,1,0,0,0,1
"1352",107,2000,1106.80991185155,619.843540987408,2700.86547417264,0,0,0,1,0
"1353",132,1998,1214.84206353362,22.0520773912167,824.728769934363,0,0,1,0,0
"1354",123,2010,1179.79038348056,593.48076140959,1891.07597605811,0,0,0,1,0
"1355",90,2007,817.001698052802,1997.25826887228,253.868669895594,0,0,1,0,0
"1356",109,2003,521.91032251571,176.744185391679,1031.36125894026,0,1,0,0,0
"1360",202,1992,1967.79864920818,1911.47573851708,1208.82208535575,0,0,0,0,1
"1362",88,2009,1257.50604465595,588.719229873011,2551.62460549385,0,0,0,0,1
"1363",92,2009,755.406700643643,287.28609067008,876.047554702611,1,0,0,0,1
"1364",91,2007,564.650291275373,2257.03388729123,1041.94274592742,0,0,0,1,0
"1365",80,2006,645.640263997527,1295.26407242557,694.925062769968,0,0,1,0,0
"1366",98,2005,883.620973804945,1822.93394908015,388.432147052322,0,0,0,1,0
"1367",127,1997,921.548221380929,433.282345673586,850.280619800614,1,0,0,0,1
"1368",100,2002,404.925592941653,125.902864078274,1364.47700647387,1,0,1,0,0
"1369",114,1982,147.667333380892,589.864633991876,2944.19414446439,1,0,0,1,0
"1370",104,2004,927.494458628107,744.598774285875,3539.6600009327,0,0,1,0,0
"1371",100,2008,655.307134463046,340.622846496692,927.640389805304,0,1,0,0,0
"1373",106,2010,352.160583757591,125.66555688841,621.714372733494,0,0,1,0,0
"1375",95,2001,498.315996375942,1946.87625484173,246.85934783656,0,0,0,0,1
"1376",102,1976,133.799852789096,1420.545749117,13.8219343885771,0,0,1,0,0
"1377",102,1994,494.182205018141,1450.0011506268,817.897339346868,0,0,0,0,1
"1378",150,2002,1063.61306854609,782.655981800963,1298.73853887763,1,0,0,1,0
"1379",101,2006,943.778136207229,692.901086010388,1209.11293306107,0,0,0,0,1
"1380",113,2005,143.537958156586,2144.56871577746,1778.17601993847,0,0,1,0,0
"1381",104,2004,764.527919551588,1038.3712028796,1848.89719979079,0,0,0,0,1
"1383",110,2008,426.715333377225,560.776228036383,991.99345170407,0,0,0,1,0
"1384",101,2002,218.449237683034,2234.5915106783,521.606869808828,0,0,0,0,1
"1385",108,1990,1015.49662426391,1612.18038528019,3299.66511937377,0,0,0,0,1
"1386",101,2008,514.346577264668,274.533526462652,1930.92457260971,0,0,0,0,1
"1387",112,1999,686.533127282509,637.28804249167,810.808771704269,0,0,0,0,1
"1388",111,1980,378.269860561609,111.39086474556,144.350426908161,0,0,0,1,0
"1389",102,2004,1231.1646779338,571.036760497615,1827.5542445127,0,0,1,0,0
"1391",155,1997,987.546101377194,1807.95837457622,1013.93389625833,0,0,0,0,1
"1393",109,2010,1007.94097284119,2299.49968239623,1518.11306233208,0,0,1,0,0
"1394",140,1992,1688.17025189821,1261.2432342807,2405.29436346505,0,0,0,0,1
"1395",104,2008,808.592002742738,1329.38771264456,3931.31988384162,0,0,0,1,0
"1396",96,2004,747.185364840956,26.1096851538218,2161.52740125946,0,0,1,0,0
"1399",76,2005,1082.52868942102,21.1221384979322,66.329929192559,0,0,1,0,0
"1400",111,2000,922.982422274373,1837.67490941285,822.13854798724,0,0,0,0,1
"1401",85,2008,607.339592470647,72.4505903595652,895.766081605044,0,0,1,0,0
"1403",97,2005,537.777999938639,63.9112592254381,3500.24372881217,0,0,0,0,1
"1406",132,2002,1616.82658539463,2048.74137827663,1023.19872243786,0,0,0,1,0
"1408",98,2004,711.515138668174,1442.65383905347,1078.29528757255,0,0,0,1,0
"1409",92,2010,480.846637616887,531.26270122923,230.45049329608,0,0,1,0,0
"1411",117,1983,718.464569719203,528.058592185767,670.710644126116,0,0,0,1,0
"1412",92,2007,884.373660705975,1163.14121445962,2041.21089806937,0,1,0,0,0
"1413",115,1991,638.604826287251,1420.545749117,111.971681216542,0,0,0,0,1
"1414",96,2007,1784.39165821732,569.726571822422,531.414637345626,0,0,0,0,1
"1415",111,2001,1163.91539303749,527.829267834472,1934.99614066602,0,0,0,0,1
"1416",94,2001,688.120597496276,135.246385299436,597.69374240322,0,0,0,1,0
"1417",105,2009,1190.13312593056,62.5795572113381,1042.04461928042,0,0,1,0,0
"1418",101,2009,427.622127050561,2139.99326718931,1140.34243191558,0,0,0,1,0
"1420",91,1998,329.463907628556,346.697500281624,147.47207208706,0,0,0,1,0
"1422",102,2003,258.607477852843,1217.84801903361,2462.28388897343,0,0,0,1,0
"1423",102,2008,618.223270611697,267.848746983247,2733.55774939799,0,0,0,0,1
"1424",83,2006,475.957820130515,1196.28357634762,1151.20268674231,0,0,0,1,0
"1426",103,1997,142.827074256035,623.620979773239,25.1883403372885,0,0,1,0,0
"1427",118,2006,1474.98196980483,496.394072052487,1448.70955732035,0,0,0,1,0
"1428",114,1992,691.463722732099,1081.38008282479,1821.08207743576,0,0,0,0,1
"1429",180,1993,689.275017502183,161.186200220835,718.651779447705,0,0,0,0,1
"1430",121,1997,1092.72087673532,369.11468587322,433.845295501683,0,0,0,0,1
"1431",114,2002,415.232680168469,197.914626407222,1284.57799580149,0,0,0,0,1
"1432",173,1981,394.942323558626,5.31758665187602,56.2883424611639,0,0,1,0,0
"1433",135,1995,514.968226832275,315.936793049885,211.236322681205,0,0,0,1,0
"1434",138,1999,996.032331416834,1508.9486758217,1593.88463865095,0,0,0,0,1
"1437",139,1993,935.003160459133,1038.3712028796,723.646917570956,0,0,0,1,0
"1438",96,2006,859.193336665044,2411.51738161551,3614.92443287254,0,0,0,1,0
"1439",101,1999,410.172402268441,1930.05322103678,1139.48577183073,0,0,0,1,0
"1442",109,1999,1069.85157749461,660.140612004246,1909.32012224741,0,0,0,1,0
"1443",114,2000,376.135696457785,1038.3712028796,46.1501065429474,0,0,1,0,0
"1446",195,1981,1207.19302491137,22.6755551413687,585.682303258357,0,0,0,0,1
"1447",138,1992,1280.22001986048,17.9023578425399,2671.71779517962,1,0,0,0,1
"1448",101,2001,923.905917457307,2224.67695061742,2065.18719123644,0,0,1,0,0
"1449",98,2000,681.632300945616,1546.50277854979,346.521827585097,0,0,1,0,0
"1453",105,2006,813.155187677912,600.447579566834,819.428742437522,0,0,0,1,0
"1454",96,2000,586.221594861347,1442.65383905347,332.673270245889,0,0,0,1,0
"1455",124,2004,1288.32700587081,323.931539181402,3832.7663950347,1,0,1,0,0
"1456",118,2005,422.312566542637,698.269427998212,1017.39649565361,0,0,0,1,0
"1458",124,1999,706.202063026156,733.386909044012,352.75622101809,0,0,1,0,0
"1459",135,1983,1813.42941756766,1285.17605096638,1419.05315884734,1,0,1,0,0
"1460",108,2008,823.487150772965,136.142419180852,2191.30073947684,0,0,1,0,0
"1461",124,2008,662.618972440203,514.206457667819,1454.46645125845,1,0,0,0,1
"1463",97,2003,1070.89914026932,618.313298262604,1412.34937874342,0,1,0,0,0
"1464",123,1996,963.609030073007,686.889638578616,704.765715933611,0,0,0,1,0
"1465",99,2002,528.154936506805,574.998727230186,583.126352212716,0,0,0,0,1
"1466",101,1988,955.68063355846,1420.545749117,977.744590845556,0,0,0,0,1
"1467",92,2006,363.45039149834,1505.70214968274,315.434357503849,0,0,0,1,0
"1470",103,1999,523.80025240284,589.808268649064,639.978352257617,0,0,0,1,0
"1471",129,2000,1037.95550216065,290.282066831642,565.227066430476,0,0,0,1,0
"1472",107,2010,1032.95362467062,21.7528568289089,230.969154861453,0,0,0,1,0
"1476",120,1993,1243.4504735411,2107.43538769561,1667.72318398418,0,0,0,0,1
"1477",101,2007,757.249518662953,692.030715573854,1222.8126531119,0,0,0,0,1
"1479",113,1979,1055.40677467957,2484.92091941359,1454.31257876021,0,0,0,0,1
"1480",106,2005,755.307266627617,501.440774506028,393.765621834654,0,0,0,1,0
"1481",96,2005,774.467472768928,738.191768901189,1538.08426038244,1,0,0,1,0
"1482",87,2005,584.716458825145,1498.87005016525,1359.38165903598,1,0,0,1,0
"1483",107,1995,1020.27206267,291.842081154819,628.181326763428,0,0,0,0,1
"1484",90,2004,790.758665063785,714.844018731391,2026.74288929428,0,0,1,0,0
"1485",121,1999,1423.68690947814,2119.55773164323,3856.08721789698,0,1,0,0,0
"1486",111,2010,975.6612644655,1997.40709869444,941.914557919631,0,0,1,0,0
"1487",110,1996,318.075751134568,2157.42966987276,915.972497718877,0,0,0,1,0
"1489",75,1997,55.1498278945446,55.0689109636385,411.239190598726,0,0,1,0,0
"1490",132,1999,2076.04258134294,686.889638578616,665.272168797415,0,0,0,0,1
"1491",108,2006,956.251676616296,1833.97246592773,3813.12154504853,0,0,0,0,1
"1492",93,2004,664.32783477334,39.2556195952134,93.0410767462956,0,0,1,0,0
"1493",153,1979,1708.99055308968,409.04758245938,2653.56571498593,1,0,0,1,0
"1494",102,2010,959.701622963603,630.244845192884,1153.69087943638,0,0,0,1,0
"1495",137,1995,650.792592168963,255.878315475027,1616.91487555668,0,0,0,0,1
"1497",161,1985,602.097577698628,1448.34373376327,1119.86664564875,0,0,0,0,1
"1499",126,1979,681.679844852344,563.356640154448,1014.98035685636,0,0,0,1,0
"1501",101,2001,1120.0475571697,216.995514761754,384.569043078416,0,0,0,1,0
"1502",103,1990,511.894570114545,450.714707069365,1624.7106036301,0,0,0,1,0
"1503",118,2000,775.05024701977,600.447579566834,4164.14123537849,0,0,1,0,0
"1505",105,1995,1327.05083190869,655.260205924259,1331.94864514739,0,1,0,0,0
"1506",113,2002,1216.59600732908,555.834673550248,1050.57901792068,1,0,0,0,1
"1507",93,1999,855.11465050144,1038.3712028796,2368.81343184746,1,0,0,1,0
"1508",108,2001,1382.7851294969,1440.14318706812,1741.61040565916,0,0,0,1,0
"1509",81,1995,691.777201658893,76.5935084880651,2596.06087367802,1,1,0,0,0
"1510",116,1994,1673.05905783419,1191.20269951952,848.783682748041,1,0,0,1,0
"1512",105,2010,802.0159985936,145.690980173149,1271.54532621698,0,0,0,0,1
"1513",113,2000,1470.38242754247,723.469372147333,1781.01797724136,0,0,0,1,0
"1514",134,1990,1698.54178093867,1509.34471062101,1042.66576285793,1,0,1,0,0
"1516",92,2004,1107.02266238967,1229.10288999977,2610.47200995186,1,0,0,1,0
"1517",99,1991,436.655267524039,1704.69575394544,804.231935767769,1,0,0,0,1
"1518",90,1995,640.377107736145,144.55470930367,771.089508715579,1,0,0,0,1
"1519",115,2001,909.651930219923,578.199042506407,485.39936388025,1,0,0,1,0
"1520",102,1996,965.196851361286,198.939617154714,1870.4706105617,0,0,0,1,0
"1521",127,1995,1996.16565355133,605.325346275474,4024.42486395994,1,0,0,1,0
"1522",112,2009,231.817530275353,488.751312389994,1220.86384944351,1,0,0,1,0
"1523",87,2004,714.580078857347,1556.78988171098,520.304387291282,0,0,0,0,1
"1524",138,2003,1262.68879802073,2348.36820141183,1860.25824182258,1,1,0,0,0
"1525",132,2004,1504.57751520706,2255.65122180216,4473.64035760188,1,0,0,0,1
"1526",103,1999,852.209996610228,1933.59072413868,1101.25468553563,0,0,1,0,0
"1527",123,2004,989.799342540428,600.447579566834,1896.59769788656,1,0,0,1,0
"1528",111,2008,683.466049736814,611.521080180271,2726.63688339149,1,0,0,0,1
"1529",102,2009,431.593130537177,590.490406294696,1260.08025995141,0,0,1,0,0
"1530",132,1991,340.465291828265,1038.3712028796,740.345112084207,0,0,0,0,1
"1531",133,1994,1032.31812011262,340.247817135746,1589.46368989226,0,0,0,0,1
"1532",109,2009,1122.73219412292,1492.12745509617,2006.132663801,1,0,0,1,0
"1533",125,2002,773.445219685653,614.422864574348,803.424010176786,0,0,0,0,1
"1536",87,2001,778.779084912476,1480.93884301558,268.582609204709,0,0,0,0,1
"1537",89,1995,685.982508619247,1494.06682878734,584.264267371212,0,0,0,1,0
"1539",111,2008,1189.36839315666,1499.17326907721,379.590555848811,1,0,1,0,0
"1540",109,2005,1014.41545604783,1528.53407291171,2400.90870102038,0,0,0,1,0
"1541",99,2008,1035.4128884443,453.198009299197,780.541020445936,0,0,1,0,0
"1542",114,1998,576.908484758475,1223.83945836988,147.545545599874,0,0,1,0,0
"1543",89,2009,664.666505429605,1251.58151178418,52.2033800933225,0,0,0,0,1
"1544",95,2004,616.613438071003,1479.41953552366,2538.64956931034,0,0,0,1,0
"1545",98,2004,1252.91456796893,1199.65592071081,1594.2572684252,1,0,1,0,0
"1548",124,2001,1351.62426382645,600.447579566834,2330.63587471918,0,0,1,0,0
"1549",131,1999,901.676642050934,104.289205741396,643.979280259859,0,0,0,0,1
"1550",107,1989,444.362149735165,1420.545749117,593.112235705608,0,0,0,1,0
"1551",99,2002,575.595379147182,1235.19888656945,382.231118741373,0,0,0,1,0
"1552",83,1994,692.998232195119,1420.545749117,289.795296372479,0,0,1,0,0
"1553",131,1985,1141.52690909734,162.431857843828,1534.79543377659,0,0,1,0,0
"1554",85,2005,547.55704128403,196.341081953767,1184.3290231741,1,0,0,1,0
"1555",126,2007,728.13532139579,131.787982259587,1029.1944275692,0,0,0,0,1
"1556",102,2005,1110.32695333536,103.894213205643,489.058893335748,0,0,0,0,1
"1557",123,2007,1425.31358922942,2284.23033992922,1801.59055103013,1,0,0,1,0
"1558",105,2010,507.801310409239,308.363233388604,871.09897652352,0,0,1,0,0
"1559",125,1989,1207.90854905351,1430.53433774065,1839.20002925771,0,0,0,1,0
"1561",77,2005,853.982750219496,1870.59580908512,2451.85041665408,1,0,0,1,0
"1562",118,2006,659.686118466805,574.998727230186,1663.21798807123,0,0,0,0,1
